route_id,distance_km,travel_time_min,traffic_level,road_condition,pothole_level,road_damage_level,road_blockage_level,weather_condition,accident_risk,pedestrian_density,vehicle_density,road_width,lighting_condition,historical_risk,route_risk_score
route-0498,6.484,22.627,0,1,2,1,2,2,0.2211,0.9801,0.1122,3.4,2,0.4928,0.446209
route-0499,1.661,7.255,2,1,0,2,1,1,0.1938,0.7388,1.0,9.63,2,0.1755,0.416171
route-0500,4.367,11.43,2,0,2,1,0,2,0.5601,0.4539,1.0,10.05,2,0.9431,0.462045
route-0501,11.232,30.047,1,1,0,3,2,0,0.2245,0.2779,0.4808,7.94,2,0.0052,0.395782
route-0502,14.366,26.687,0,2,1,3,0,1,0.3292,0.0628,0.0301,3.31,0,0.4319,0.395392
route-0503,22.539,53.98,1,0,0,3,1,0,0.5197,0.2367,0.3975,9.6,1,0.4385,0.410763
route-0504,4.309,8.809,0,0,3,2,2,0,0.062,0.8024,-0.1069,9.72,0,0.4318,0.311914
route-0505,2.675,12.784,1,1,0,3,2,0,0.3839,0.7952,0.5912,9.81,1,0.3396,0.417343
route-0506,11.717,38.857,1,2,1,0,2,0,0.7894,0.1936,0.5176,10.01,2,0.2563,0.455756
route-0507,11.504,24.777,0,0,0,0,2,3,0.9597,0.7544,-0.0453,12.74,2,0.7755,0.355065
route-0508,9.215,24.514,1,0,1,0,2,0,0.3438,0.9765,0.5337,5.21,1,0.0684,0.336045
route-0509,17.066,67.12,1,2,2,2,1,2,0.1048,0.8761,0.5985,8.46,0,0.92,0.602792
route-0510,11.997,24.911,0,0,3,2,1,1,0.1842,0.9899,-0.0329,3.81,1,0.03,0.381673
route-0511,5.874,14.792,2,1,0,0,1,1,0.8854,0.7188,0.9616,9.1,0,0.1785,0.403232
route-0512,21.99,91.15,0,2,1,3,0,2,0.3051,0.2401,0.0743,10.27,0,0.9412,0.529497
route-0513,21.337,116.376,2,0,0,1,0,1,0.5326,0.6944,0.9563,7.72,0,0.6361,0.480128
route-0514,14.715,58.628,2,1,1,2,2,2,0.8515,0.9684,1.0,5.3,0,0.0814,0.651946
route-0515,2.96,11.12,2,1,2,3,0,2,0.3739,0.6945,1.0,8.44,2,0.2683,0.542629
route-0516,14.64,45.696,0,0,1,1,0,3,0.306,0.8887,0.0171,13.29,0,0.3741,0.296609
route-0517,3.391,7.44,1,2,2,1,1,2,0.4512,0.4325,0.4682,8.47,1,0.273,0.44348
route-0518,7.477,16.987,0,1,0,2,2,0,0.9266,0.0984,-0.1029,3.42,1,0.2003,0.323401
route-0519,8.311,42.64,2,1,1,1,2,2,0.7701,0.2818,0.9632,13.97,0,0.9458,0.558712
route-0520,1.768,6.294,2,2,1,3,2,1,0.2337,0.587,1.0,8.16,1,0.8144,0.5416
route-0521,20.531,81.916,1,2,3,1,2,0,0.139,0.8738,0.4533,11.12,1,0.4998,0.590399
route-0522,6.574,25.28,1,2,3,2,0,0,0.1537,0.9526,0.4593,9.93,0,0.603,0.466254
route-0523,23.554,52.439,0,1,0,3,0,2,0.9619,0.639,-0.0469,4.89,2,0.6749,0.491395
route-0524,15.076,33.354,0,0,1,0,1,2,0.233,0.6596,-0.1032,3.63,0,0.5185,0.307935
route-0525,10.744,34.906,0,0,1,3,0,3,0.1299,0.2057,-0.0163,10.81,0,0.4748,0.347092
route-0526,14.719,59.619,2,2,3,2,0,3,0.8246,0.6048,0.9392,6.62,0,0.5692,0.695856
route-0527,2.379,8.469,0,1,3,2,2,2,0.613,0.81,-0.078,5.74,1,0.9,0.49118
route-0528,21.994,77.722,0,2,0,3,0,1,0.2738,0.6281,-0.0499,13.08,0,0.698,0.40877
route-0529,12.603,59.421,2,0,2,0,2,2,0.4509,0.2528,1.0,8.08,1,0.0732,0.527141
route-0530,10.076,27.381,2,1,1,3,3,2,0.7091,0.1365,1.0,8.11,0,0.4614,0.640379
route-0531,17.556,75.254,1,0,3,2,0,0,0.1005,0.2941,0.5083,7.3,2,0.0776,0.445126
route-0532,4.954,23.107,1,0,1,0,2,1,0.6967,0.8365,0.5748,10.05,1,0.7164,0.372662
route-0533,8.437,31.801,0,2,0,0,0,1,0.9088,0.2,-0.1162,3.31,1,0.0146,0.275902
route-0534,2.921,8.257,0,2,1,1,2,0,0.3227,0.6268,0.0299,13.28,1,0.3951,0.306867
route-0535,3.882,8.986,1,0,0,3,0,3,0.4588,0.066,0.5756,10.15,0,0.369,0.314954
route-0536,8.285,37.463,2,1,0,1,0,2,0.6963,0.6779,1.0,10.63,2,0.332,0.463983
route-0537,8.654,21.784,2,1,0,2,3,3,0.511,0.7418,1.0,10.75,1,0.0133,0.59305
route-0538,4.291,15.193,0,2,3,1,0,1,0.4987,0.202,-0.0298,10.06,1,0.2381,0.371307
route-0539,11.484,31.086,1,0,2,2,0,3,0.8127,0.7506,0.435,11.06,2,0.3427,0.457964
route-0540,22.148,47.39,0,2,1,3,0,3,0.006,0.8699,-0.1032,5.12,2,0.6344,0.492243
route-0541,3.565,15.434,2,2,1,1,1,3,0.1642,0.1975,0.9818,9.66,1,0.3031,0.507763
route-0542,6.032,13.15,1,0,2,3,1,3,0.5053,0.7349,0.5625,12.02,1,0.7936,0.495979
route-0543,20.716,55.483,1,2,1,1,1,2,0.2832,0.5621,0.4954,6.67,1,0.7149,0.547954
route-0544,1.594,4.104,2,2,2,3,1,3,0.3731,0.4896,1.0,9.47,2,0.4088,0.631503
route-0545,10.159,38.93,2,0,1,3,2,2,0.7091,0.635,0.9684,3.63,2,0.3853,0.597686
route-0546,12.249,29.219,1,2,0,1,1,1,0.2474,0.5783,0.539,4.78,1,0.1167,0.405898
route-0547,10.148,49.152,2,2,0,1,0,3,0.6918,0.5006,1.0,12.75,1,0.5861,0.527647
route-0548,22.297,77.396,0,0,2,1,0,3,0.3081,0.987,0.0759,3.02,2,0.0698,0.44934
route-0549,16.227,50.367,2,1,1,1,2,1,0.4865,0.5026,0.9065,9.24,0,0.2126,0.540616
route-0550,19.707,63.172,0,1,3,3,2,0,0.1661,0.2931,-0.0293,6.04,2,0.3422,0.527259
route-0551,16.638,40.564,0,0,0,2,0,0,0.2111,0.7918,-0.0298,8.72,0,0.9621,0.247421
route-0552,18.531,65.339,2,1,2,2,1,2,0.941,0.6651,0.9708,3.63,0,0.356,0.644659
route-0553,11.781,48.64,2,1,1,0,2,2,0.7514,0.2485,0.9885,10.55,2,0.8699,0.561489
route-0554,1.57,6.036,2,1,0,2,2,2,0.4443,0.6068,0.976,9.74,2,0.0814,0.498827
route-0555,22.444,61.323,2,2,0,3,0,1,0.8762,0.7849,1.0,3.35,2,0.4979,0.649909
route-0556,23.917,99.281,1,0,3,0,2,1,0.2116,0.7533,0.5383,3.98,0,0.4349,0.529677
route-0557,22.402,102.9,1,1,1,2,2,0,0.1358,0.5345,0.5541,3.99,2,0.6918,0.58485
route-0558,18.743,52.96,2,0,2,3,2,3,0.6421,0.5619,1.0,11.89,2,0.2236,0.666806
route-0559,3.506,19.796,2,2,1,0,0,2,0.5769,0.0017,0.8949,8.89,1,0.8471,0.415075
route-0560,9.713,42.846,2,0,1,0,2,3,0.1447,0.9429,1.0,8.5,1,0.4558,0.477488
route-0561,16.47,78.172,2,0,2,2,2,0,0.9968,0.7065,0.9948,12.12,1,0.495,0.613614
route-0562,23.576,51.515,1,0,1,1,0,1,0.7274,0.2991,0.5756,13.04,1,0.1592,0.374122
route-0563,11.005,46.82,1,1,3,3,2,2,0.6964,0.1951,0.5855,7.33,1,0.1309,0.629048
route-0564,19.614,71.205,2,1,3,1,1,3,0.8972,0.2098,1.0,5.15,1,0.6512,0.717422
route-0565,3.794,15.659,0,1,3,1,0,2,0.1796,0.0525,0.1153,10.15,1,0.5934,0.326657
route-0566,10.59,30.847,0,0,1,3,2,1,0.7452,0.7758,0.1179,10.38,2,0.0896,0.443747
route-0567,10.097,57.257,2,2,3,2,3,0,0.1221,0.6414,1.0,5.47,0,0.5869,0.676644
route-0568,17.109,38.388,0,2,1,3,2,3,0.5714,0.0994,-0.1048,13.0,1,0.7952,0.563509
route-0569,1.944,8.279,2,2,3,0,2,0,0.9657,0.8976,0.9234,9.59,0,0.1799,0.555071
route-0570,4.269,17.369,0,2,1,1,1,0,0.9799,0.5061,-0.0327,8.99,0,0.4231,0.307561
route-0571,8.263,38.099,2,1,3,1,2,2,0.9108,0.9968,1.0,8.62,2,0.6879,0.655339
route-0572,2.327,9.235,0,1,1,1,0,2,0.1285,0.6223,-0.1022,5.8,1,0.3818,0.244152
route-0573,3.373,12.943,1,2,3,1,0,2,0.6968,0.1926,0.4693,10.23,2,0.8205,0.474783
route-0574,4.954,14.356,1,1,0,1,0,0,0.5484,0.066,0.5336,6.99,2,0.3335,0.280044
route-0575,6.58,17.354,0,0,3,1,0,0,0.5265,0.8755,0.0213,11.87,0,0.0955,0.266385
route-0576,7.845,25.608,1,2,0,0,1,1,0.8061,0.6778,0.5693,9.07,1,0.882,0.406375
route-0577,7.329,27.947,2,2,1,1,2,2,0.9184,0.6392,0.9688,11.55,0,0.6782,0.587804
route-0578,11.377,44.614,1,1,2,2,2,1,0.6356,0.0869,0.4534,11.48,1,0.8452,0.504899
route-0579,6.901,20.952,0,0,0,0,2,3,0.9622,0.424,0.0021,11.04,0,0.4797,0.333985
route-0580,21.482,117.128,2,0,3,0,2,0,0.425,0.5343,0.9628,13.94,2,0.6612,0.616164
route-0581,22.761,83.883,2,2,0,3,2,1,0.0751,0.8394,1.0,13.48,0,0.4227,0.632712
route-0582,4.048,22.582,2,0,0,2,1,2,0.0022,0.6312,0.9745,13.15,0,0.9291,0.390928
route-0583,21.602,46.425,1,2,3,0,2,3,0.2984,0.1072,0.4639,10.95,1,0.4021,0.587303
route-0584,5.945,31.866,2,2,1,3,1,0,0.7694,0.2501,0.993,7.12,0,0.3645,0.539431
route-0585,7.563,24.514,1,2,3,1,2,3,0.3592,0.8705,0.4276,5.09,0,0.0403,0.592623
route-0586,21.772,79.964,0,2,1,3,1,0,0.4891,0.4956,0.0436,4.4,1,0.7511,0.513107
route-0587,17.835,68.672,2,1,1,0,0,1,0.3441,0.0136,1.0,3.57,0,0.8298,0.448185
route-0588,1.681,8.304,1,1,2,3,1,1,0.1525,0.5112,0.4399,11.43,2,0.8642,0.431427
route-0589,19.964,36.781,0,1,0,1,2,1,0.1205,0.4013,-0.0543,5.11,0,0.1462,0.314061
route-0590,20.948,65.318,1,1,2,1,1,3,0.5099,0.6439,0.453,5.96,0,0.2806,0.552931
route-0591,8.696,25.906,0,0,0,0,2,2,0.2853,0.2802,0.0256,7.74,0,0.2523,0.233126
route-0592,4.009,19.531,2,0,1,2,1,2,0.6502,0.21,0.9722,12.76,0,0.1305,0.409953
route-0593,14.698,45.178,2,0,1,3,0,2,0.7254,0.9896,0.9285,10.93,1,0.0438,0.532091
route-0594,7.182,24.008,2,1,2,3,0,3,0.4828,0.5238,1.0,11.7,0,0.1669,0.569339
route-0595,8.017,25.04,2,0,1,3,2,0,0.4377,0.5093,1.0,7.29,0,0.6072,0.467216
route-0596,14.368,60.196,2,2,0,3,2,2,0.8525,0.2964,0.9444,4.31,1,0.2239,0.657803
route-0597,15.891,76.345,1,0,2,0,0,1,0.1162,0.6486,0.5318,13.69,2,0.3246,0.384267
route-0598,7.441,30.873,0,1,2,2,2,0,0.2193,0.9652,-0.0776,13.69,1,0.5374,0.407227
route-0599,19.062,41.432,0,2,3,2,2,1,0.2206,0.2688,0.0196,11.89,1,0.7529,0.518978
route-0600,17.841,46.126,1,0,3,0,1,1,0.1889,0.4905,0.5551,10.12,0,0.021,0.380141
route-0601,10.369,45.801,2,0,0,1,0,3,0.9704,0.1002,1.0,10.99,2,0.808,0.450217
route-0602,1.966,6.098,0,2,0,1,0,2,0.9386,0.5996,0.0702,3.1,0,0.7917,0.334833
route-0603,20.686,43.345,0,0,1,3,1,1,0.3318,0.1545,-0.1066,10.61,1,0.6275,0.393109
route-0604,3.813,15.489,1,0,3,1,3,1,0.2267,0.3854,0.4648,6.16,0,0.9217,0.471865
route-0605,17.584,57.162,0,1,1,0,1,2,0.6157,0.1184,0.1016,13.12,0,0.8956,0.350331
route-0606,13.436,73.803,2,0,3,1,2,2,0.8176,0.3484,0.9049,13.08,2,0.6617,0.659979
route-0607,17.504,62.036,0,0,1,1,1,3,0.7969,0.9763,0.0755,4.24,2,0.4275,0.44421
route-0608,8.769,35.18,0,0,3,2,1,3,0.9728,0.6017,0.0328,4.52,2,0.944,0.517346
route-0609,13.86,34.059,2,2,3,1,2,3,0.5779,0.6935,1.0,10.73,2,0.2352,0.730544
route-0610,1.886,6.11,2,1,1,0,1,2,0.2947,0.1441,1.0,13.69,0,0.913,0.393235
route-0611,2.757,6.009,0,0,1,3,2,3,0.0541,0.106,0.0196,8.25,1,0.5939,0.343159
route-0612,4.679,13.408,0,0,0,3,0,3,0.1401,0.5275,0.1077,8.17,2,0.7226,0.305633
route-0613,1.797,4.348,0,0,0,0,0,1,0.3964,0.4236,0.1076,8.0,0,0.7114,0.123803
route-0614,8.386,34.738,0,1,1,2,2,3,0.7431,0.4004,-0.1066,7.32,0,0.8225,0.474037
route-0615,3.237,11.756,2,1,3,2,1,3,0.0547,0.3715,0.9818,5.97,0,0.1044,0.551453
route-0616,9.048,28.667,0,1,1,0,2,0,0.1877,0.2017,0.103,5.64,1,0.085,0.248529
route-0617,23.696,74.21,1,0,0,2,1,0,0.7517,0.9587,0.5001,6.46,1,0.3906,0.440185
route-0618,16.68,77.243,1,1,0,1,3,3,0.5864,0.852,0.4496,4.67,1,0.4631,0.572839
route-0619,17.665,69.558,0,2,1,1,2,2,0.7854,0.339,-0.0335,12.42,1,0.4309,0.518994
route-0620,10.222,20.538,0,2,0,1,1,0,0.1426,0.8705,0.0113,13.66,0,0.7814,0.257075
route-0621,8.559,39.429,1,0,0,2,1,0,0.1792,0.7719,0.4419,8.21,0,0.256,0.313323
route-0622,4.66,19.036,0,2,3,0,1,3,0.857,0.9171,-0.089,7.03,1,0.8448,0.481647
route-0623,16.85,61.918,2,1,2,0,2,0,0.7906,0.6997,1.0,4.7,2,0.1053,0.581342
route-0624,20.711,47.195,0,1,3,0,1,3,0.0858,0.7318,0.1002,13.15,0,0.7682,0.441821
route-0625,8.639,38.097,2,1,1,3,1,0,0.1557,0.47,1.0,6.52,2,0.0313,0.484241
route-0626,22.57,103.789,1,1,3,1,0,3,0.2521,0.1761,0.414,6.01,1,0.0817,0.556961
route-0627,10.944,33.765,0,2,2,1,0,3,0.9634,0.2969,-0.0723,13.36,1,0.4816,0.453346
route-0628,23.226,97.635,1,1,3,0,2,1,0.7227,0.5785,0.4147,10.3,0,0.8235,0.620934
route-0629,17.995,37.82,0,0,3,1,1,0,0.4064,0.5207,-0.1191,7.96,2,0.8325,0.381033
route-0630,23.313,42.767,0,0,1,1,2,1,0.3776,0.3481,0.1086,13.69,2,0.5768,0.395501
route-0631,1.864,8.849,1,2,0,3,1,3,0.3517,0.8282,0.4822,13.71,1,0.3358,0.460734
route-0632,9.895,50.253,2,2,1,3,2,3,0.2832,0.6204,1.0,12.43,2,0.9954,0.67796
route-0633,16.117,51.179,2,1,0,3,2,0,0.4441,0.5812,0.8878,6.19,2,0.4206,0.561835
route-0634,10.074,24.99,0,1,0,2,1,3,0.7038,0.7412,-0.1182,7.12,2,0.2239,0.419863
route-0635,7.451,22.525,1,2,1,0,1,0,0.0262,0.7905,0.5818,8.71,0,0.7412,0.327847
route-0636,14.374,43.48,1,0,3,1,1,0,0.4291,0.9394,0.4737,11.01,2,0.4031,0.43271
route-0637,6.697,33.226,2,0,0,3,2,2,0.1591,0.3224,0.9024,3.28,2,0.0115,0.474981
route-0638,15.407,64.642,2,0,3,0,0,3,0.6315,0.3581,0.9375,12.88,2,0.2969,0.520597
route-0639,19.051,48.117,1,1,0,2,0,0,0.9848,0.8669,0.4066,13.2,2,0.1227,0.401658
route-0640,5.564,14.203,0,1,2,1,1,0,0.0736,0.9592,-0.1017,10.56,1,0.3753,0.307914
route-0641,19.692,42.931,0,1,0,1,2,0,0.9759,0.9937,-0.0039,9.75,0,0.5465,0.407396
route-0642,22.348,90.635,0,2,0,0,0,1,0.1148,0.217,-0.0414,5.42,1,0.7277,0.325451
route-0643,12.335,43.441,0,1,2,3,1,3,0.9463,0.9223,-0.06,5.18,2,0.846,0.605998
route-0644,3.815,14.685,2,1,1,1,1,3,0.4237,0.7471,1.0,9.85,1,0.6073,0.497414
route-0645,9.914,37.158,2,0,3,1,2,2,0.4098,0.6039,1.0,13.45,2,0.5305,0.557539
route-0646,19.703,53.777,1,0,2,1,2,2,0.145,0.3145,0.3823,10.57,1,0.7168,0.489703
route-0647,8.735,27.755,0,2,0,3,0,1,0.561,0.7163,0.1071,11.88,0,0.6713,0.36774
route-0648,16.848,54.053,1,1,2,1,1,3,0.9903,0.4212,0.4098,4.88,0,0.3269,0.562611
route-0649,7.913,40.098,2,2,0,3,1,0,0.918,0.0391,1.0,3.76,2,0.0951,0.548257
route-0650,7.68,24.445,1,1,0,2,0,3,0.6965,0.4546,0.5837,13.64,1,0.1214,0.397311
route-0651,2.159,9.014,0,0,1,0,2,3,0.1702,0.1912,0.0965,7.06,0,0.9029,0.299963
route-0652,21.03,79.416,1,0,0,0,0,2,0.6879,0.7916,0.4711,10.69,1,0.9249,0.377345
route-0653,8.685,17.546,0,2,3,3,2,1,0.4779,0.4901,-0.0527,11.5,2,0.4827,0.54726
route-0654,17.506,54.061,1,2,1,1,0,3,0.2125,0.6705,0.4924,7.24,0,0.4876,0.498619
route-0655,18.636,93.068,2,1,2,3,2,0,0.2188,0.3636,1.0,12.55,0,0.5135,0.621291
route-0656,7.751,20.499,0,2,2,0,0,0,0.0166,0.4608,-0.056,8.24,0,0.5309,0.226209
route-0657,13.882,37.11,1,1,1,1,1,2,0.4413,0.3698,0.3918,7.21,0,0.928,0.424934
route-0658,5.475,13.195,1,2,3,3,0,1,0.2196,0.0531,0.3886,5.93,0,0.0658,0.436742
route-0659,15.455,74.855,2,1,3,3,2,2,0.2057,0.7857,0.9634,6.17,1,0.5963,0.718448
route-0660,12.823,31.924,2,2,3,2,2,1,0.3151,0.0695,0.925,12.9,0,0.1418,0.605179
route-0661,9.016,28.504,0,1,0,1,0,2,0.5832,0.4883,-0.0606,4.2,1,0.8189,0.323244
route-0662,20.296,66.48,2,2,1,1,0,2,0.3357,0.4907,0.9642,9.0,2,0.6634,0.567715
route-0663,20.124,56.67,1,2,2,3,2,0,0.9786,0.8563,0.5382,4.56,0,0.4978,0.678579
route-0664,23.399,84.615,1,0,0,1,1,0,0.8771,0.6788,0.5958,7.94,1,0.9583,0.438326
route-0665,16.779,40.875,1,1,3,2,0,2,0.123,0.7953,0.516,11.72,2,0.347,0.488579
route-0666,22.363,84.557,0,1,1,2,2,1,0.4868,0.0646,-0.0493,7.99,1,0.2173,0.454358
route-0667,12.488,43.854,0,1,2,0,0,2,0.7853,0.502,0.11,9.17,1,0.9537,0.362692
route-0668,17.994,51.533,1,2,0,2,1,2,0.8117,0.637,0.4814,13.64,0,0.0981,0.496884
route-0669,8.492,33.571,2,1,2,1,0,2,0.4163,0.1995,0.9532,6.27,0,0.9271,0.465673
route-0670,19.104,42.006,1,0,1,3,2,2,0.3542,0.4666,0.6107,8.07,1,0.9126,0.556996
route-0671,3.49,9.657,0,2,2,1,1,1,0.5433,0.5656,-0.0496,11.31,2,0.3927,0.346138
route-0672,19.668,55.943,2,1,0,0,2,0,0.5943,0.8219,1.0,10.6,1,0.8643,0.503426
route-0673,12.993,71.524,2,0,1,1,1,1,0.8951,0.6397,0.9171,9.91,0,0.7191,0.522048
route-0674,15.532,32.498,0,0,0,0,0,0,0.2043,0.4737,0.0799,7.88,0,0.0557,0.130729
route-0675,23.611,71.486,0,2,2,3,2,0,0.1462,0.0217,-0.086,11.19,1,0.2407,0.524409
route-0676,6.008,15.282,1,1,2,0,1,2,0.2752,0.3858,0.572,8.1,2,0.8135,0.39577
route-0677,4.203,9.036,1,0,2,0,2,3,0.9081,0.3547,0.4134,12.71,0,0.4584,0.400102
route-0678,12.764,63.949,2,0,2,3,0,1,0.6559,0.5631,0.9903,12.45,1,0.14,0.539988
route-0679,22.278,71.585,0,2,3,3,2,1,0.7085,0.507,0.0381,5.85,2,0.6978,0.676345
route-0680,14.651,63.14,1,0,0,0,0,1,0.6653,0.4994,0.543,6.56,0,0.2315,0.320662
route-0681,19.401,36.294,0,0,3,3,0,2,0.0374,0.7499,-0.014,7.12,0,0.6313,0.413737
route-0682,3.922,10.466,1,1,1,1,1,3,0.2861,0.2012,0.4189,11.95,2,0.8087,0.40113
route-0683,15.655,75.537,2,0,1,0,0,2,0.5683,0.8645,0.9618,10.51,1,0.9577,0.478171
route-0684,5.778,17.573,0,2,3,2,2,1,0.4389,0.6255,0.0898,9.26,0,0.1272,0.45352
route-0685,12.721,40.464,0,2,2,0,1,2,0.7033,0.068,0.0892,13.65,1,0.0748,0.415707
route-0686,22.466,59.352,2,1,3,0,0,3,0.6532,0.0323,0.9811,5.21,1,0.888,0.591186
route-0687,19.877,73.259,1,2,0,1,2,0,0.9811,0.9499,0.5236,9.74,1,0.0806,0.554343
route-0688,7.586,14.135,0,0,0,3,2,2,0.4776,0.7815,0.0903,5.51,1,0.9312,0.411279
route-0689,5.914,31.919,2,1,0,3,1,1,0.7013,0.5495,0.9077,4.3,1,0.6157,0.507524
route-0690,9.22,35.919,0,0,1,0,0,3,0.7526,0.8077,0.0087,3.5,2,0.8018,0.322707
route-0691,2.78,5.82,0,0,3,1,1,2,0.6552,0.2442,-0.0498,9.67,2,0.4787,0.327873
route-0692,7.129,38.231,2,0,3,2,0,3,0.3027,0.3669,1.0,12.56,2,0.2442,0.515881
route-0693,13.682,42.785,0,0,2,3,2,3,0.0784,0.912,0.0819,8.73,1,0.3049,0.478546
route-0694,17.81,35.67,0,0,1,3,1,0,0.4989,0.0338,-0.0533,7.23,0,0.8272,0.334124
route-0695,15.219,47.316,1,0,3,3,0,1,0.1844,0.4311,0.3925,6.36,1,0.5415,0.449481
route-0696,15.197,73.271,1,1,1,0,2,3,0.7826,0.9286,0.5606,11.88,1,0.5533,0.57771
route-0697,7.967,26.639,2,1,3,2,1,3,0.9926,0.2382,1.0,6.09,2,0.6826,0.691241
route-0698,18.855,75.332,1,1,3,0,1,2,0.2505,0.653,0.5652,3.14,2,0.3069,0.567057
route-0699,20.571,59.798,1,1,0,3,3,0,0.4802,0.8443,0.4323,3.64,1,0.9388,0.588926
route-0700,8.566,17.772,0,1,1,2,1,2,0.1272,0.6303,-0.0847,9.8,1,0.0496,0.311133
route-0701,16.9,61.762,1,2,2,0,0,0,0.992,0.9753,0.3839,12.29,2,0.8494,0.47162
route-0702,6.781,16.813,0,0,3,0,0,1,0.5704,0.8291,0.0434,3.79,1,0.4265,0.271819
route-0703,15.157,41.271,1,1,3,2,1,0,0.3683,0.2909,0.416,9.5,0,0.1062,0.456002
route-0704,17.605,96.854,2,2,2,1,2,0,0.7263,0.3811,1.0,3.86,2,0.0773,0.658566
route-0705,12.829,43.677,2,2,3,0,2,0,0.4723,0.5244,0.9858,5.96,2,0.836,0.599419
route-0706,6.969,32.854,1,0,3,2,0,1,0.7328,0.8802,0.4669,6.87,1,0.5056,0.46271
route-0707,15.117,35.598,1,1,1,1,0,3,0.5848,0.1381,0.4425,6.16,2,0.3138,0.432413
route-0708,23.623,124.869,2,1,1,1,0,1,0.4186,0.7655,1.0,8.17,0,0.101,0.547548
route-0709,2.038,5.315,0,0,1,3,1,1,0.6969,0.2414,-0.0496,6.7,1,0.8247,0.327718
route-0710,3.925,19.421,2,0,0,2,1,3,0.8348,0.2893,0.9945,4.48,2,0.1835,0.495681
route-0711,22.574,56.743,0,0,0,2,1,3,0.4386,0.5087,0.0211,13.39,1,0.0969,0.37682
route-0712,14.193,47.635,2,2,3,2,1,1,0.0419,0.9451,1.0,11.04,0,0.4305,0.637252
route-0713,8.573,40.655,1,1,1,0,1,3,0.8853,0.2885,0.6002,13.88,0,0.7535,0.444601
route-0714,4.673,13.195,0,2,1,0,0,1,0.4884,0.8224,-0.0313,6.1,0,0.9479,0.280544
route-0715,4.339,19.091,1,1,0,0,1,3,0.0869,0.1368,0.4468,10.36,1,0.9684,0.332047
route-0716,6.505,19.847,0,1,1,2,2,0,0.6879,0.8923,-0.1108,4.1,2,0.7051,0.391164
route-0717,14.059,40.464,2,0,0,1,1,1,0.1957,0.4701,0.9963,5.06,2,0.4967,0.420479
route-0718,3.496,15.835,2,2,1,0,1,1,0.1781,0.4182,0.9431,7.18,2,0.5839,0.429084
route-0719,16.281,58.805,0,1,1,2,1,3,0.3571,0.481,-0.0968,4.24,2,0.8809,0.473478
route-0720,23.311,81.806,1,0,3,0,1,0,0.697,0.7048,0.5657,8.32,1,0.8047,0.501032
route-0721,6.784,19.564,1,1,1,3,1,2,0.3176,0.3914,0.4861,7.39,2,0.9124,0.492455
route-0722,9.146,37.322,0,1,3,3,0,1,0.1103,0.9683,0.0266,4.42,2,0.5398,0.424771
route-0723,10.032,34.06,2,1,2,0,2,1,0.5355,0.9852,1.0,7.35,1,0.7178,0.533247
route-0724,9.912,27.51,1,0,1,0,3,0,0.1025,0.3979,0.4964,4.73,2,0.3015,0.372694
route-0725,7.064,29.861,1,2,0,3,0,2,0.0765,0.5045,0.5488,11.06,0,0.0202,0.393219
route-0726,22.177,74.837,0,2,3,1,1,2,0.5124,0.0234,-0.0542,5.23,1,0.2643,0.535355
route-0727,8.053,16.589,0,0,3,2,2,1,0.0172,0.497,-0.0255,7.1,1,0.5466,0.374216
route-0728,23.442,112.334,1,0,3,2,0,2,0.1438,0.6299,0.4001,9.17,1,0.2077,0.540657
route-0729,3.387,11.093,1,2,3,1,1,2,0.3115,0.3379,0.4161,6.54,1,0.5653,0.459238
route-0730,17.034,47.54,2,1,3,2,0,2,0.7089,0.5144,1.0,13.92,1,0.0814,0.607095
route-0731,9.953,27.904,0,0,0,1,0,0,0.4952,0.6262,0.0059,4.54,1,0.8742,0.186322
route-0732,4.146,15.904,1,2,2,2,1,1,0.2902,0.685,0.5727,13.47,0,0.3713,0.447893
route-0733,6.239,16.568,1,2,1,1,1,0,0.4163,0.1503,0.3961,13.75,1,0.3118,0.357954
route-0734,13.599,60.493,1,0,0,3,0,2,0.5592,0.226,0.5309,13.21,2,0.2746,0.426912
route-0735,14.651,36.376,1,1,3,2,2,1,0.5926,0.103,0.4319,4.96,0,0.5637,0.558822
route-0736,16.009,48.662,1,1,2,3,0,1,0.0913,0.8034,0.4152,4.81,0,0.8746,0.512889
route-0737,2.674,11.102,2,1,3,3,2,0,0.5601,0.3773,0.9725,8.22,0,0.3118,0.566488
route-0738,21.374,47.605,0,0,2,1,2,3,0.6951,0.2505,-0.0911,12.9,1,0.6521,0.490778
route-0739,20.746,51.166,2,1,3,1,0,3,0.179,0.7476,0.8826,7.86,1,0.526,0.590847
route-0740,3.617,17.63,1,1,0,2,3,2,0.4787,0.0439,0.5469,5.78,2,0.6253,0.489367
route-0741,20.922,94.858,1,2,3,3,2,0,0.3695,0.6129,0.5512,10.76,0,0.1769,0.648418
route-0742,20.266,80.143,0,0,3,0,2,2,0.6551,0.7375,-0.0402,10.39,0,0.8997,0.482966
route-0743,23.691,61.437,2,1,0,3,2,0,0.1929,0.7613,0.9154,5.93,0,0.1726,0.568875
route-0744,16.996,80.286,1,0,0,2,1,0,0.4663,0.8361,0.4007,13.23,1,0.0882,0.37414
route-0745,3.444,16.108,1,2,0,1,0,2,0.0813,0.7243,0.4392,12.21,1,0.6423,0.314145
route-0746,18.506,76.805,0,1,0,3,0,2,0.565,0.414,0.0805,6.0,0,0.1992,0.402242
