route_id,distance_km,travel_time_min,traffic_level,road_condition,pothole_level,road_damage_level,road_blockage_level,weather_condition,accident_risk,pedestrian_density,vehicle_density,road_width,lighting_condition,historical_risk,route_risk_score
route-0492,2.15,11.202,2,0,0,2,2,0,0.763,0.6516,0.9101,9.25,0,0.446,0.404494
route-0509,17.066,67.12,1,2,2,2,1,2,0.1048,0.8761,0.5985,8.46,0,0.92,0.602792
route-0625,8.639,38.097,2,1,1,3,1,0,0.1557,0.47,1.0,6.52,2,0.0313,0.484241
route-0669,8.492,33.571,2,1,2,1,0,2,0.4163,0.1995,0.9532,6.27,0,0.9271,0.465673
route-0437,5.086,19.74,0,0,2,2,0,0,0.4858,0.0199,0.0863,3.92,2,0.6016,0.294624
route-0747,11.391,36.051,0,1,2,2,2,3,0.687,0.1705,0.1079,9.44,2,0.1557,0.532377
route-0653,8.685,17.546,0,2,3,3,2,1,0.4779,0.4901,-0.0527,11.5,2,0.4827,0.54726
route-0245,3.907,17.64,2,0,1,0,1,1,0.8246,0.1906,0.9611,11.33,1,0.0465,0.36351
route-0300,9.311,37.053,2,0,0,3,1,2,0.3036,0.0001,1.0,12.33,0,0.3439,0.41199
route-0798,9.009,32.474,0,2,0,0,0,1,0.8463,0.0877,0.1014,9.71,2,0.9929,0.308311
route-0030,12.191,25.062,0,1,3,1,1,3,0.244,0.6561,-0.1187,11.26,1,0.77,0.442837
route-0161,11.185,46.915,0,0,2,1,2,1,0.3741,0.4631,0.0431,10.59,1,0.1507,0.364933
route-0596,14.368,60.196,2,2,0,3,2,2,0.8525,0.2964,0.9444,4.31,1,0.2239,0.657803
route-0554,1.57,6.036,2,1,0,2,2,2,0.4443,0.6068,0.976,9.74,2,0.0814,0.498827
route-0778,15.946,57.839,0,1,3,1,1,2,0.4447,0.7874,0.0479,9.25,2,0.5944,0.482612
route-0223,8.216,29.883,0,1,0,2,2,2,0.2611,0.7111,0.0942,6.29,1,0.1499,0.398761
route-0304,1.831,4.467,0,1,3,2,1,2,0.6969,0.0317,-0.1007,11.26,1,0.1461,0.381469
route-0548,22.297,77.396,0,0,2,1,0,3,0.3081,0.987,0.0759,3.02,2,0.0698,0.44934
route-0159,7.185,26.568,0,2,3,3,2,3,0.4008,0.5066,0.1009,10.61,2,0.5436,0.589423
route-0499,1.661,7.255,2,1,0,2,1,1,0.1938,0.7388,1.0,9.63,2,0.1755,0.416171
route-0771,13.481,46.375,0,1,3,3,1,1,0.4001,0.0033,0.0792,11.39,0,0.6562,0.44448
route-0293,19.17,60.314,1,1,0,3,0,0,0.8138,0.4765,0.5312,7.95,0,0.3347,0.437511
route-0466,4.12,15.797,0,2,3,3,1,1,0.2948,0.8295,-0.026,6.67,0,0.1027,0.454351
route-0767,20.009,83.315,0,1,3,1,0,3,0.4029,0.6607,0.0171,3.86,1,0.4865,0.494138
route-0400,7.709,37.434,2,0,3,1,2,0,0.4165,0.6824,1.0,8.21,1,0.4201,0.493999
route-0003,20.569,55.023,2,1,0,3,1,0,0.2932,0.6286,1.0,6.98,2,0.1923,0.538129
route-0705,12.829,43.677,2,2,3,0,2,0,0.4723,0.5244,0.9858,5.96,2,0.836,0.599419
route-0169,11.79,32.803,2,1,0,0,2,2,0.8226,0.0416,1.0,9.01,2,0.9898,0.521573
route-0615,3.237,11.756,2,1,3,2,1,3,0.0547,0.3715,0.9818,5.97,0,0.1044,0.551453
route-0695,15.219,47.316,1,0,3,3,0,1,0.1844,0.4311,0.3925,6.36,1,0.5415,0.449481
route-0219,2.244,9.212,0,1,1,2,1,3,0.9231,0.6812,-0.0619,8.38,2,0.4461,0.413569
route-0493,19.115,34.432,0,1,1,1,1,3,0.001,0.4647,0.079,6.18,0,0.9721,0.417562
route-0572,2.327,9.235,0,1,1,1,0,2,0.1285,0.6223,-0.1022,5.8,1,0.3818,0.244152
route-0565,3.794,15.659,0,1,3,1,0,2,0.1796,0.0525,0.1153,10.15,1,0.5934,0.326657
route-0171,5.235,20.203,0,0,1,0,2,2,0.5388,0.3237,0.049,6.18,2,0.2673,0.329328
route-0243,15.429,48.645,1,2,1,3,1,0,0.8443,0.332,0.5642,9.6,0,0.7167,0.530247
route-0782,8.459,31.217,0,0,2,0,1,3,0.5694,0.6386,-0.1171,11.21,1,0.8189,0.373917
route-0016,17.173,93.574,2,2,3,1,0,0,0.7357,0.061,0.9553,3.55,2,0.4768,0.624555
route-0052,9.329,26.483,1,1,0,1,2,3,0.6626,0.4005,0.5625,3.4,1,0.0881,0.441968
route-0555,22.444,61.323,2,2,0,3,0,1,0.8762,0.7849,1.0,3.35,2,0.4979,0.649909
route-0454,4.031,22.999,2,0,0,2,1,1,0.7499,0.8226,1.0,10.29,0,0.2124,0.384694
route-0078,19.662,90.319,2,2,0,2,3,2,0.7624,0.9215,0.9642,5.0,2,0.1433,0.726719
route-0256,22.882,79.985,2,2,3,0,1,3,0.9045,0.6137,1.0,13.55,0,0.6826,0.73636
route-0706,6.969,32.854,1,0,3,2,0,1,0.7328,0.8802,0.4669,6.87,1,0.5056,0.46271
route-0573,3.373,12.943,1,2,3,1,0,2,0.6968,0.1926,0.4693,10.23,2,0.8205,0.474783
route-0188,7.603,18.837,0,2,2,0,0,1,0.8043,0.9814,0.109,3.76,0,0.4651,0.377236
route-0661,9.016,28.504,0,1,0,1,0,2,0.5832,0.4883,-0.0606,4.2,1,0.8189,0.323244
route-0144,17.78,46.934,2,1,3,1,1,1,0.7203,0.4883,1.0,8.96,0,0.6418,0.572899
route-0768,18.33,90.638,2,1,2,2,1,3,0.1559,0.5849,1.0,9.21,0,0.4154,0.661343
route-0564,19.614,71.205,2,1,3,1,1,3,0.8972,0.2098,1.0,5.15,1,0.6512,0.717422
route-0736,16.009,48.662,1,1,2,3,0,1,0.0913,0.8034,0.4152,4.81,0,0.8746,0.512889
route-0255,19.141,58.602,1,2,1,1,2,1,0.5431,0.4034,0.4639,12.72,1,0.6633,0.524102
route-0112,8.297,29.239,0,2,3,2,2,0,0.4396,0.4843,-0.071,9.67,0,0.3126,0.471233
route-0348,13.557,30.499,0,2,2,2,0,2,0.3392,0.3752,0.0082,4.83,0,0.6057,0.406766
route-0413,2.596,7.727,1,2,0,1,0,0,0.7526,0.5437,0.5894,12.1,2,0.685,0.331613
route-0063,10.081,42.686,1,2,2,2,3,3,0.0081,0.8651,0.5668,13.71,1,0.9106,0.658714
route-0101,7.647,31.988,1,1,3,3,1,2,0.4962,0.4975,0.6018,8.71,0,0.8011,0.543832
route-0056,20.724,98.767,1,2,2,0,1,3,0.4465,0.4843,0.4598,11.39,0,0.3772,0.595588
route-0479,13.915,72.287,2,1,1,0,3,2,0.8322,0.3039,0.9815,8.56,0,0.732,0.599945
route-0421,13.194,48.721,1,1,2,0,1,0,0.2836,0.6004,0.4549,13.74,1,0.444,0.371505
route-0602,1.966,6.098,0,2,0,1,0,2,0.9386,0.5996,0.0702,3.1,0,0.7917,0.334833
route-0363,4.971,25.246,2,0,1,0,0,1,0.8849,0.6579,1.0,4.49,2,0.1372,0.395911
